ID,VIDEO,LABEL
145,D0108N.mp4,thiệp sinh nhật
146,D0109B.mp4,không quen
147,D0109N.mp4,không quen
148,D0109T.mp4,không quen
149,D0111B.mp4,tương ớt
150,D0111N.mp4,tương ớt
151,D0111T.mp4,tương ớt
152,D0112.mp4,không có
153,D0113.mp4,không có chi
154,D0114.mp4,dân chủ
155,D0115.mp4,xử lý
156,D0117.mp4,tinh mắt
157,D0118.mp4,cũng vậy/cũng thế
158,D0119T.mp4,đúng không?
159,D0120B.mp4,phải không?
160,D0120N.mp4,phải không?
161,D0120T.mp4,phải không?
162,D0121.mp4,còn bạn?
163,D0122T.mp4,cần không?
164,D0123B.mp4,nên không?
165,D0123N.mp4,nên không?
166,D0123T.mp4,nên không?
167,D0125.mp4,nóng tính
168,D0127.mp4,căm thù
169,D0128B.mp4,đẹp không? (người)
170,D0128N.mp4,đẹp không? (người)
171,D0128T.mp4,đẹp không? (người)
172,D0129B.mp4,không đẹp
173,D0129N.mp4,không đẹp
174,D0129T.mp4,không đẹp
175,D0130.mp4,chúng tôi (2 người) (đại từ)
176,D0131.mp4,chúng tôi (3 người) (đại từ)
177,D0132.mp4,chúng tôi (4 người) (đại từ)
178,D0134.mp4,chúng tôi (đại từ)
179,D0136.mp4,họ (2 người) (đại từ)
180,D0137.mp4,họ (đại từ)
181,D0139.mp4,tôi yêu bạn ấy
182,D0140.mp4,bạn ấy yêu tôi
183,D0141.mp4,bạn yêu bạn ấy
184,D0142.mp4,bạn ấy yêu bạn
185,D0143B.mp4,"anh hai, anh cả"
186,D0143N.mp4,"anh hai, anh cả"
187,D0143T.mp4,"anh hai, anh cả"
188,D0144N.mp4,"chị hai, chị cả"
189,D0144T.mp4,"chị hai, chị cả"
190,D0145.mp4,quả bầu hồ lô
191,D0146.mp4,một là
192,D0147.mp4,hai là
193,D0148.mp4,ba là
194,D0149.mp4,bốn là
195,D0150.mp4,năm là
196,D0151B.mp4,ông bà
197,D0151N.mp4,ông bà
198,D0151T.mp4,ông bà
199,D0152B.mp4,chị họ
200,D0152N.mp4,chị họ
201,D0152T.mp4,chị họ
202,D0153T.mp4,em họ
203,D0154B.mp4,cháu họ
204,D0154N.mp4,cháu họ
205,D0154T.mp4,cháu họ
206,D0155B.mp4,sống sót
207,D0156.mp4,thường xuyên
208,D0156B.mp4,thường xuyên
209,D0156T.mp4,thường xuyên
210,D0157B.mp4,đi dạo
211,D0157N.mp4,đi dạo
212,D0157T.mp4,đi dạo
213,D0158N.mp4,về (Sài Gòn)
214,D0159B.mp4,về 2 (Miền Bắc)
215,D0159T.mp4,về 2 (Miền Bắc)
216,D0161.mp4,về 4 (từ nơi khác về)
217,D0162.mp4,về 5 (về nhà)
218,D0163N.mp4,hẹn
219,D0164.mp4,quyến luyến
220,D0165B.mp4,hứa
221,D0165N.mp4,hứa
222,D0165T.mp4,hứa
223,D0166.mp4,cùng / với (giới từ)
224,D0167.mp4,lâu
225,D0167B.mp4,lâu
226,D0168B.mp4,vẫn
227,D0168N.mp4,vẫn
228,D0168T.mp4,vẫn
229,D0169B.mp4,mỗi ngày
230,D0169N.mp4,mỗi ngày
231,D0169T.mp4,mỗi ngày
232,D0170B.mp4,hàng ngày
233,D0170N.mp4,hàng ngày
234,D0172.mp4,ăn vú sữa
235,D0173.mp4,hôi
236,D0174.mp4,trông nhà
237,D0175.mp4,chạy (động vật)
238,D0176.mp4,xe container
239,D0177.mp4,bay nhanh (máy bay)
240,D0178.mp4,chậm chạp
241,D0179.mp4,ngừng lại
242,D0180.mp4,5 > 3 (Toán học)
243,D0181.mp4,2 < 6 (Toán học)
244,D0182B.mp4,cung điện
245,D0182N.mp4,cung điện
246,D0182T.mp4,cung điện
247,D0183.mp4,dừng lại
248,D0184.mp4,một ít/ một chút
249,D0185.mp4,kẹt xe/tắc đường
250,D0187.mp4,thì thầm
251,D0188N.mp4,hoặc
252,D0188T.mp4,hoặc
253,D0189B.mp4,muốn không?
254,D0189N.mp4,muốn không?
255,D0189T.mp4,muốn không?
256,D0190B.mp4,không muốn
257,D0190N.mp4,không muốn
258,D0191.mp4,sa mạc
259,D0192B.mp4,xem
260,D0192N.mp4,xem
261,D0193.mp4,núi cao
262,D0194.mp4,núi thấp
263,D0195B.mp4,đẹp không?
264,D0195N.mp4,đẹp không?
265,D0195T.mp4,đẹp không?
266,D0196.mp4,xem đã
267,D0197.mp4,mồ hôi nhễ nhại
268,D0198.mp4,không ngon
269,D0199.mp4,hài lòng
270,D0200.mp4,má hồng
271,D0201.mp4,ngập ngừng
272,D0202.mp4,nói ngập ngừng
273,D0203.mp4,Võ Thị Sáu
274,D0204.mp4,mít tinh
275,D0205.mp4,sụp đổ
276,D0206B.mp4,thiếu thốn
277,D0206N.mp4,thiếu thốn
278,D0206T.mp4,thiếu thốn
279,D0207.mp4,xuyên Việt
280,D0208.mp4,khổ công
281,D0209N.mp4,dám làm
282,D0209T.mp4,dám làm
283,D0210B.mp4,không dám
284,D0210N.mp4,không dám
285,D0210T.mp4,không dám
286,D0211.mp4,phiền hà
287,D0212.mp4,đèn ông sao
288,D0213T.mp4,ung thư
289,D0214B.mp4,phó hiệu trưởng
290,D0214N.mp4,phó hiệu trưởng
291,D0214T.mp4,phó hiệu trưởng
292,D0215.mp4,Ô-lim-píc
293,D0217.mp4,hữu nghị
294,D0218.mp4,bắn cung tên
295,D0219.mp4,mũi tên
296,D0220.mp4,cung tên
297,D0222.mp4,nứt nẻ (ruộng)
298,D0223B.mp4,Mã Lai (nước Ma-lai-xi-a)
299,D0223N.mp4,Mã Lai (nước Ma-lai-xi-a)
300,D0223T.mp4,Mã Lai (nước Ma-lai-xi-a)
301,D0224.mp4,số La Mã (Toán học)
302,D0225.mp4,Long Vương
303,D0227.mp4,phân vân
304,D0229.mp4,chó cắn
305,D0230.mp4,mèo cào
306,D0233.mp4,quan (chức vụ)
307,D0234.mp4,đi tuần
308,D0235.mp4,vỗ về
309,D0236.mp4,hốt hoảng
310,D0237.mp4,chuyện nhỏ
311,D0238.mp4,chuyện lớn
312,D0239.mp4,cái gùi
313,D0240.mp4,hùng vĩ
314,D0241.mp4,bất khuất
315,D0242B.mp4,nhưng
316,D0242N.mp4,nhưng
317,D0242T.mp4,nhưng
318,D0243B.mp4,hay là (hoặc là)
319,D0243N.mp4,hay là (hoặc là)
320,D0243T.mp4,hay là (hoặc là)
321,D0244.mp4,Thăng Long
322,D0245.mp4,dãy núi Hoàng Liên Sơn
323,D0247.mp4,gấp đôi
324,D0248.mp4,gấp ba
325,D0249B.mp4,chia đôi
326,D0249N.mp4,chia đôi
327,D0249T.mp4,chia đôi
328,D0250B.mp4,chia ba
329,D0250N.mp4,chia ba
330,D0250T.mp4,chia ba
331,D0251.mp4,"đi lạc (đường, rừng..)"
332,D0252.mp4,mất (chết) (chỉ người)
333,D0253.mp4,đại sứ
334,D0255.mp4,giám sát
335,D0256.mp4,quan sát
336,D0257.mp4,ăn vụng
337,D0258.mp4,xảy ra
338,D0259.mp4,dự án
339,D0260.mp4,đầu tư
340,D0261.mp4,năn nỉ
341,D0263.mp4,rắc rối
342,D0264.mp4,tải về
343,D0265.mp4,nhõng nhẽo
344,D0266.mp4,hên/gặp may
345,D0267B.mp4,đen đủi
346,D0268N.mp4,xui xẻo
347,D0269.mp4,long lanh (mắt)
348,D0270N.mp4,lạnh lùng
349,D0270T.mp4,lạnh lùng
350,D0271B.mp4,dỗi
351,D0271N.mp4,dỗi
352,D0272B.mp4,liếc nhìn
353,D0272N.mp4,liếc nhìn
354,D0272T.mp4,liếc nhìn
355,D0273.mp4,nhổ tóc
356,D0275.mp4,nhổ lông mày
357,D0276.mp4,cắt lông mũi
358,D0278.mp4,răng hô
359,D0279.mp4,răng khểnh
360,D0280.mp4,kháu khỉnh
361,D0281.mp4,mọc tóc
362,D0282.mp4,mọc râu
363,D0284.mp4,Cô vy (covid)
364,D0285.mp4,Cố đô Huế
365,D0286.mp4,cách ly
366,D0287.mp4,giãn cách xã hội
367,D0289.mp4,ria mép
368,D0290.mp4,trong khoảng
369,D0293.mp4,nhảy lò cò
370,D0295.mp4,hội thoại
371,D0296.mp4,lý do
372,D0297.mp4,lớn hơn 1 (Toán học)
373,D0298.mp4,lớn hơn 2 (Toán học)
374,D0299.mp4,2 < 5 (Toán học)
375,D0300.mp4,tỉnh táo
376,D0301.mp4,nhộn nhịp (đông người)
377,D0302.mp4,áo kẻ sọc
378,D0303.mp4,đất nước bị chia cắt (Việt Nam)
379,D0304.mp4,thống nhất đất nước
380,D0305.mp4,khoáng sản
381,D0306.mp4,thương mại
382,D0307B.mp4,công nghiệp
383,D0307T.mp4,công nghiệp
384,D0308.mp4,dân tộc Chăm
385,D0309.mp4,dân tộc Mường
386,D0310.mp4,dân tộc Khơ me
387,D0311.mp4,dân tộc Thái
388,D0312.mp4,dân tộc Mông
389,D0313.mp4,nhà rông
390,D0314.mp4,lãng phí
391,D0315.mp4,tiến bộ
391,D0316.mp4,Lượm
393,D0317.mp4,cứu sống
394,D0320.mp4,cảng Sài Gòn
395,D0321.mp4,kim cương
396,D0323.mp4,không bình đẳng
397,D0324.mp4,đùm bọc
397,D0325.mp4,khởi nghiệp
399,D0326B.mp4,vải lụa
399,D0326N.mp4,vải lụa
401,D0326T.mp4,vải lụa
401,D0327.mp4,lượt đi
403,D0328.mp4,lượt về (trong thể thao)
403,D0329.mp4,rau diếp cá
405,D0331.mp4,thao thức
406,D0330.mp4,rau ngò/rau mùi
407,D0332.mp4,thâm quầng mắt
407,D0333.mp4,tự hào
409,D0334.mp4,quyên góp
410,D0335.mp4,chia rẽ
411,D0336.mp4,tự trọng
412,D0337.mp4,gian dối
413,D0338.mp4,ăn bám
414,D0339.mp4,tuyên truyền
415,D0340.mp4,thịnh vượng
416,D0341.mp4,lấm lem
417,D0342B.mp4,ham chơi
418,D0342T.mp4,ham chơi
419,D0343.mp4,đánh cầu lông
420,D0344.mp4,cánh buồm
421,D0345.mp4,cầu Thê Húc (Hồ Gươm)
422,D0346B.mp4,da trắng
423,D0346N.mp4,da trắng
424,D0346T.mp4,da trắng
425,D0347N.mp4,da ngăm (nước da ngăm đen)
426,D0347T.mp4,da ngăm (nước da ngăm đen)
427,D0348.mp4,tuần trăng mật
428,D0349.mp4,năm tới
429,D0350.mp4,Hoãn
430,D0351.mp4,huỷ
431,D0352.mp4,phụ thuộc
432,D0354.mp4,tẩy chay
433,D0355.mp4,đau mắt
434,D0356.mp4,đau bụng
435,D0357.mp4,đau tay
436,D0358.mp4,đau chân
437,D0359.mp4,đau tai
438,D0360.mp4,phẫu thuật tay
439,D0361.mp4,phẫu thuật chân
440,D0363.mp4,phẫu thuật mũi
441,D0364.mp4,phẫu thuật cổ
442,D0365.mp4,phẫu thuật bụng
443,D0367.mp4,hội chứng Đao - Down
444,D0369.mp4,mệt mỏi
445,D0370.mp4,mệt không?
446,D0371.mp4,đói không?
447,D0372.mp4,cả ngày
448,D0373.mp4,chiên/rán (1)(2)
449,D0374.mp4,nướng
449,D0375.mp4,luộc
451,D0377.mp4,lẩu
452,D0376.mp4,xào
453,D0378.mp4,gỏi/nộm
454,D0379.mp4,nhà kho
455,D0380.mp4,hấp
456,D0381.mp4,thối
457,D0384.mp4,ngán
458,D0385.mp4,tôm hùm
459,D0386.mp4,cua đồng
460,D0387.mp4,con hàu
461,D0388.mp4,hải sản
462,D0389.mp4,vịt quay
463,D0390.mp4,gà nướng lu
464,D0391.mp4,bánh hamburger
465,D0392.mp4,bánh sandwich
466,D0395.mp4,"nước ép (cam, cà chua,..)"
466,D0394.mp4,miến
468,D0396N.mp4,nước ép trái cây
468,D0396B.mp4,nước ép trái cây
470,D0397.mp4,"sinh tố (bơ, dâu,..)"
471,D0398.mp4,vắt chanh
472,D0399.mp4,mía
473,D0400.mp4,chanh đá
474,D0401.mp4,chanh nóng
475,D0402.mp4,chanh muối
476,D0403.mp4,trà đá
477,D0404.mp4,trà nóng
478,D0406.mp4,Socola
479,D0407.mp4,Cocacola
480,D0408.mp4,7up
481,D0409.mp4,một tiết học
482,D0410B.mp4,một tiếng
483,D0410N.mp4,một tiếng
484,D0410T.mp4,một tiếng
485,D0412.mp4,rửa chân
486,D0414.mp4,đánh răng
487,D0416B.mp4,tuần này
488,D0416N.mp4,tuần này
489,D0416T.mp4,tuần này
490,D0417B.mp4,tuần sau
491,D0417N.mp4,tuần sau
492,D0417T.mp4,tuần sau
493,D0418B.mp4,tuần trước
494,D0418N.mp4,tuần trước
495,D0418T.mp4,tuần trước
496,D0421.mp4,cuối năm
497,D0422.mp4,mục tiêu
498,D0423B.mp4,sinh đôi
499,D0423N.mp4,sinh đôi
500,D0423T.mp4,sinh đôi
501,D0425.mp4,Đảng
502,D0426.mp4,mô tả
503,D0427.mp4,mũm mĩm
504,D0429B.mp4,tóc ngắn
505,D0429N.mp4,tóc ngắn
506,D0429T.mp4,tóc ngắn
507,D0430B.mp4,tổng kết/bế giảng
508,D0430N.mp4,tổng kết/bế giảng
509,D0431.mp4,lốc xoáy
510,D0432N.mp4,tay chân sạch sẽ
511,D0432T.mp4,tay chân sạch sẽ
512,D0433.mp4,nhắm mắt
513,D0434.mp4,sờ
514,D0435.mp4,cây nến
515,D0436.mp4,dịu dàng
516,D0437N.mp4,đùa
517,D0437T.mp4,đùa
518,D0438.mp4,làm được
519,D0439.mp4,dòng sông chảy
520,D0440.mp4,ăn đủ
521,D0442.mp4,ăn ít
522,D0443.mp4,đồ uống
523,D0444.mp4,đồ ăn
524,D0445.mp4,trang điểm
525,D0446.mp4,đau mắt đỏ
526,D0448.mp4,vợt cầu lông
527,D0449.mp4,con vượn
528,D0450.mp4,thắp đèn
529,D0451.mp4,góp tiền
530,D0452N.mp4,họp nhóm
531,D0453.mp4,nhút nhát
532,D0455.mp4,luộc rau
533,D0456.mp4,muối
534,D0458.mp4,thoăn thoắt
535,D0459.mp4,nghênh nghênh (đầu)
536,D0460.mp4,đua đòi
537,D0461.mp4,bình sữa (em bé)
538,D0462.mp4,đòi
539,D0463.mp4,đòi hỏi
540,D0464B.mp4,trẻ con/con nít
541,D0464N.mp4,trẻ con/con nít
542,D0464T.mp4,trẻ con/con nít
543,D0465.mp4,duy nhất
544,D0466.mp4,cạnh tranh
545,D0467.mp4,hoa hậu
546,D0468.mp4,cái neo
547,D0469.mp4,phóng viên
548,D0470B.mp4,nhà văn hóa
549,D0470N.mp4,nhà văn hóa
550,D0470T.mp4,nhà văn hóa
551,D0472.mp4,chõ xôi
552,D0473.mp4,cây cọ
553,D0474.mp4,khu vực cách ly
554,D0477.mp4,thung lũng
555,D0478.mp4,địa hình
556,D0479.mp4,Kim Đồng
557,D0480.mp4,Thánh Gióng
558,D0481.mp4,hoa giấy
559,D0484.mp4,internet
560,D0485.mp4,nhà vệ sinh
561,D0486.mp4,đi vệ sinh
562,D0488.mp4,hoa mai
563,D0489.mp4,a
564,D0490B.mp4,ă
565,D0490N.mp4,ă
566,D0491B.mp4,â
567,D0491N.mp4,â
568,D0491T.mp4,â
569,D0493.mp4,c
570,D0494.mp4,d
571,D0495.mp4,đ
572,D0496.mp4,e
573,D0497B.mp4,ê
574,D0497N.mp4,ê
575,D0497T.mp4,ê
576,D0498B.mp4,g
577,D0500B.mp4,h
578,D0500N.mp4,h
579,D0501.mp4,i
580,D0503.mp4,l
581,D0504.mp4,m
582,D0505.mp4,n
583,D0506.mp4,o
584,D0507B.mp4,ô
585,D0507N.mp4,ô
586,D0507T.mp4,ô
587,D0508N.mp4,ơ
588,D0509N.mp4,p
589,D0509T.mp4,p
590,D0510.mp4,q
591,D0511.mp4,r
592,D0512.mp4,s
593,D0513B.mp4,t
594,D0513N.mp4,t
595,D0513T.mp4,t
596,D0514.mp4,u
597,D0515N.mp4,ư
598,D0516.mp4,v
599,D0517B.mp4,x
600,D0517T.mp4,x
601,D0518N.mp4,y
602,D0519.mp4,z
603,D0521.mp4,f
604,D0522.mp4,j
605,D0523.mp4,w
606,D0524B.mp4,dấu huyền
607,D0524N.mp4,dấu huyền
608,D0524T.mp4,dấu huyền
609,D0525N.mp4,dấu sắc
610,D0525T.mp4,dấu sắc
611,D0526B.mp4,dấu hỏi
612,D0526N.mp4,dấu hỏi
613,D0526T.mp4,dấu hỏi
614,D0527B.mp4,dấu ngã
615,D0527T.mp4,dấu ngã
616,D0528.mp4,dấu nặng
617,D0529.mp4,0 (số không)
618,D0531.mp4,2
619,D0532.mp4,3
620,D0534.mp4,5
621,D0535B.mp4,6
622,D0535N.mp4,6
623,D0535T.mp4,6
624,D0536.mp4,7
625,D0537.mp4,8
626,D0538.mp4,9
627,D0539.mp4,10
628,D0540B.mp4,11
629,D0540N.mp4,11
630,D0540T.mp4,11
631,D0541B.mp4,12
632,D0541N.mp4,12
633,D0541T.mp4,12
634,D0542N.mp4,23
635,D0542T.mp4,23
636,D0543N.mp4,33
637,D0543T.mp4,33
638,D0545.mp4,80
639,D0546N.mp4,90
640,D0547.mp4,100
641,D0548N.mp4,1000 (một nghìn)
642,D0549T.mp4,5000 (năm nghìn)
643,D0550B.mp4,10 000 (mười nghìn)
644,D0550N.mp4,10 000 (mười nghìn)
645,D0550T.mp4,10 000 (mười nghìn)
646,D0551B.mp4,1 000 000 (một triệu)
647,D0551N.mp4,1 000 000 (một triệu)
648,D0551T.mp4,1 000 000 (một triệu)
649,D0552B.mp4,1 000 000 000 (một tỉ)
650,D0552N.mp4,1 000 000 000 (một tỉ)
651,D0552T.mp4,1 000 000 000 (một tỉ)
652,D0600.mp4,ăn cóc
653,W00000.mp4,ác
654,W00001.mp4,ác cảm
655,W00002.mp4,ác độc
656,W00004B.mp4,ai
657,W00004N.mp4,ai
658,W00004T.mp4,ai
659,W00006.mp4,An Giang
660,W00007.mp4,an ninh
661,W00009B.mp4,Anh (nước Anh)
662,W00009N.mp4,Anh (nước Anh)
663,W00009T.mp4,Anh (nước Anh)
664,W00010B.mp4,anh chị
665,W00011.mp4,anh chị em
666,W00012B.mp4,anh dũng
667,W00012N.mp4,anh dũng
668,W00012T.mp4,anh dũng
669,W00013N.mp4,anh em
670,W00013T.mp4,anh em
671,W00014N.mp4,anh họ
672,W00015.mp4,anh hùng
673,W00018B.mp4,anh rể
674,W00018N.mp4,anh rể
675,W00018T.mp4,anh rể
676,W00019B.mp4,anh ruột
677,W00019N.mp4,anh ruột
678,W00019T.mp4,anh ruột
679,W00020.mp4,anh vợ
680,W00024.mp4,sáng
681,W00026.mp4,ao chuôm
682,W00028.mp4,áo
683,W00030.mp4,áo cánh
684,W00032B.mp4,áo đồng phục
685,W00032N.mp4,áo đồng phục
686,W00032T.mp4,áo đồng phục
687,W00033.mp4,áo len
688,W00035B.mp4,áo phông
689,W00035N.mp4,áo phông
690,W00035T.mp4,áo phông
691,W00039.mp4,ăn diện
692,W00040.mp4,ăn hối lộ
693,W00042.mp4,ăn uống
694,W00043.mp4,ăn vặt
695,W00044.mp4,ăn xin
696,W00048.mp4,ầm ĩ
697,W00049.mp4,ẩm mốc
698,W00050.mp4,ẩm ướt
699,W00052.mp4,ấm đun nước
700,W00053.mp4,ấm no
701,W00055.mp4,ấm trà
702,W00057B.mp4,ân hận
703,W00057N.mp4,ân hận
704,W00057T.mp4,ân hận
705,W00059.mp4,ấn
706,W00061.mp4,ấn tượng
707,W00062.mp4,Âu Cơ
708,W00065.mp4,Ba chân bốn cẳng
709,W00067.mp4,Bà Nà
710,W00068.mp4,Bà Rịa - Vũng Tàu
711,W00069.mp4,triệu phú
712,W00070.mp4,Bạc Liêu
713,W00071.mp4,bài báo
714,W00075B.mp4,bài thơ
715,W00075N.mp4,bài thơ
716,W00075T.mp4,bài thơ
717,W00079.mp4,Bãi biển Vũng Tàu
718,W00082.mp4,bãi cỏ
719,W00084.mp4,bãi tắm
720,W00086B.mp4,ban đêm
721,W00086N.mp4,ban đêm
722,W00086T.mp4,ban đêm
723,W00087.mp4,ban giám hiệu
724,W00089.mp4,ban ngày
725,W00092.mp4,bàn chải đánh răng
726,W00093.mp4,bàn chân
727,W00094.mp4,bàn ghế
728,W00097.mp4,bàn tay
729,W00098.mp4,bàn tán
730,W00099B.mp4,bản đồ Việt Nam
731,W00099N.mp4,bản đồ Việt Nam
732,W00099T.mp4,bản đồ Việt Nam
733,W00100.mp4,bản làng
734,W00101.mp4,bản lề
735,W00102.mp4,bản nhạc
736,W00103.mp4,bản sao (chỉ người)
737,W00104.mp4,bản thân
738,W00105.mp4,bán buôn
739,W00106.mp4,bán đảo
740,W00107B.mp4,bán hàng
741,W00107N.mp4,bán hàng
742,W00107T.mp4,bán hàng
743,W00108.mp4,bán kính (hình tròn)
744,W00110B.mp4,bạn
745,W00110N.mp4,bạn
746,W00111B.mp4,bạn gái
747,W00111N.mp4,bạn gái
748,W00111T.mp4,bạn gái
749,W00112B.mp4,bạn trai
750,W00112N.mp4,bạn trai
751,W00113.mp4,bảng học sinh
752,W00115T.mp4,bảng chia
753,W00116.mp4,bảng chỉ dẫn
754,W00119B.mp4,bảng cộng
755,W00119T.mp4,bảng cộng
756,W00120.mp4,bảng cửu chương
757,W00121B.mp4,bảng đen
758,W00121N.mp4,bảng đen
759,W00121T.mp4,bảng đen
760,W00122.mp4,hãng máy bay
761,W00123B.mp4,bảng màu
762,W00124B.mp4,bảng nhân
763,W00124N.mp4,bảng nhân
764,W00124T.mp4,bảng nhân
765,W00125.mp4,hãng xe máy
766,W00126B.mp4,bảng trừ
767,W00126T.mp4,bảng trừ
768,W00127.mp4,bánh bột lọc
769,W00128.mp4,bánh cốm
770,W00129N.mp4,bánh cuốn
771,W00129T.mp4,bánh cuốn
772,W00130.mp4,bánh Trung Thu
773,W00131.mp4,bánh đa
774,W00132.mp4,bánh đúc
775,W00133.mp4,bánh gai
776,W00134.mp4,bánh giầy
777,W00136.mp4,bánh gối
